platform,title,url,budget_min,budget_max,budget_currency,budget_type,skills,category,posted_date,full_description,description_snippet
Freelancer.com,Humanities Paper Proofreading,https://www.freelancer.com/projects/academic-writing/humanities-paper-proofreading-40455407,250.0,750.0,EUR,fixed,ACADEMIC WRITING | Academic Writing | Copy Editing | Editing | English Grammar | Proofreading | Research Writing | Word Processing,,,"I have an academic paper in the humanities that is ready for a careful rewrite focused on eliminating grammar mistakes and fixing formatting inconsistencies. The content itself is solid; what I need is a clean, publication-ready version that flows smoothly and meets standard academic conventions.

You will work directly on the existing manuscript, correcting sentence structure, punctuation, verb tense agreement, and citation layout, while making sure headings, footnotes, and spacing follow the required style guide. Please keep the original voice and arguments intact—my priority is accuracy and polish rather than substantial content changes.

Deliver the final file in Word with Track Changes enabled so I can review every edit, plus a clean copy for submission.","I have an academic paper in the humanities that is ready for a careful rewrite focused on eliminating grammar mistakes and fixing formatting inconsistencies. The content itself is solid; what I need is a clean, publication-ready version that flows sm"
Freelancer.com,Science Paper Rewriting Project,https://www.freelancer.com/projects/academic-writing/science-paper-rewriting-project,250.0,750.0,USD,fixed,ACADEMIC WRITING | Academic Writing | Scientific Writing | Technical Writing | Copy Editing | Research Writing | Editing | Proofreading | Article Rewriting,,,"I have a completed scientific manuscript that now needs a thorough rewrite so it reads smoothly, follows academic conventions, and is ready for journal submission. The core content is sound, but the language, flow, and structure must be tightened. I will supply the current draft (Word format) plus all figures, tables, and references. 

Key focus 
• Refine wording for clarity, coherence, and conciseness while preserving technical meaning. 
• Ensure consistent terminology, tense, and citation style throughout. 
• Flag any logical gaps or claims that require supporting data or references. 
• Deliver the revised file with tracked changes and a clean copy. 

Acceptance criteria 
– Every sentence is grammatically correct and flows logically. 
– No section contains redundant or ambiguous phrasing. 
– References adhere to the target journal’s style guide (I will share it). 
– Tracked-changes version and final PDF returned within the agreed timeline. 

If you have experience polishing research articles for peer-reviewed journals and can start shortly, let’s discuss the timeline and any information you need from me.","I have a completed scientific manuscript that now needs a thorough rewrite so it reads smoothly, follows academic conventions, and is ready for journal submission. The core content is sound, but the language, flow, and structure must be tightened. I "
Freelancer.com,Senior Frontend Dev for React/Next.js Project,https://www.freelancer.com/projects/react-js/senior-frontend-dev-for-react,15.0,25.0,USD,hourly,REACT.JS | React.js | Next.js | Frontend Development | GraphQL | JavaScript | HTML5 | CSS | English (US) Translator,,,"Looking for a Senior Frontend Developer with strong experience in React, [login to view URL], TypeScript, and modern frontend development practices.

This is a remote position with flexible working hours and long-term opportunities.

## Requirements

* 6+ years of frontend development experience
* Strong experience with React.js and [login to view URL]
* Strong knowledge of TypeScript and JavaScript (ES6+)
* Experience with GraphQL and REST APIs
* Experience with state management libraries (Redux, Zustand, Context API, etc.)
* Good understanding of responsive design and modern UI/UX principles
* Experience with Git and collaborative workflows
* Ability to work independently and communicate effectively

## Nice to Have

* Experience with Tailwind CSS or Material UI
* Experience with Node.js or full-stack development
* Experience with performance optimization and SEO
* Experience with testing frameworks (Jest, Cypress, Playwright)
* Familiarity with CI/CD pipelines and cloud platforms

## What We Offer

* Fully remote work
* Flexible working schedule
* Long-term collaboration","Looking for a Senior Frontend Developer with strong experience in React, , TypeScript, and modern frontend development practices. This is a remote position with flexible working hours and long-term opportunities. ## Requirements * 6+ years of fronten"
Freelancer.com,Recover Disabled Facebook Page Ownership,https://www.freelancer.com/projects/facebook-developer/recover-disabled-facebook-page-ownership,30.0,250.0,USD,fixed,FACEBOOK DEVELOPMENT | Facebook Development | Social Media Management | Digital Marketing | Customer Support | Facebook Marketing | PHP | MySQL | Social Media Marketing,,,"My Facebook social media account was disabled by the platform without warning, and with it I also lost control of the connected Page. I have already tried the standard appeal forms and ID uploads but keep receiving automated rejections. 

I need a specialist who understands Facebook’s internal review process, Meta Business Suite, and the current appeal routes to: 
• Reinstate the disabled account so I can log in again, or 
• Secure verified ownership of the Page through an alternative method if re-activation proves impossible. 

Acceptance criteria 
1. The account is re-enabled and fully functional, OR documented proof that ownership of the Page has been transferred to me under my chosen login. 
2. A brief, step-by-step summary of what you submitted (forms, IDs, legal requests, etc.) so I can replicate the process should Facebook flag the account in the future. 

I will supply any IDs, business documents, or notarised statements you need promptly. Please outline your estimated timeline and any additional information you will require from me at the start so we can move fast.","My Facebook social media account was disabled by the platform without warning, and with it I also lost control of the connected Page. I have already tried the standard appeal forms and ID uploads but keep receiving automated rejections. I need a spec"
Freelancer.com,Medical College Recommendation Letter,https://www.freelancer.com/projects/research-writing/medical-college-recommendation-letter,250.0,750.0,USD,fixed,RESEARCH WRITING | Research Writing | Proofreading | Editing | Ghostwriting | Research | Content Writing | Medical Writing | Academic Writing,,,"I need a compelling letter of recommendation for my medical college application. This letter will be submitted to a university admissions committee. 

Key requirements: - Must highlight my academic achievements, relevant experiences, and personal qualities that make me a suitable candidate for medical college. - Should be written formally and persuasively, tailored specifically for a medical college application. - Ideally, the writer should have experience with academic or medical admissions processes. 

Please provide samples of previous work.","I need a compelling letter of recommendation for my medical college application. This letter will be submitted to a university admissions committee. Key requirements: - Must highlight my academic achievements, relevant experiences, and personal quali"
Freelancer.com,Company Photo Composition,https://www.freelancer.com/projects/collage-making/company-photo-composition,30.0,250.0,USD,fixed,COLLAGE MAKING | Collage Making | Adobe Photoshop | Adobe Lightroom | Image Processing | Photoshop | Photo Editing | Graphic Design | Photography,,,"I need a professional photo composition showcasing my repossession company's assets. 

Requirements: 
- Single group photo 
- Company trucks/cars included 
- Full body staff shots 
- Outdoor background 
- Company logo added 

Ideal Skills and Experience: 
- Experience in photography 
- Proficient in photo editing 
- Ability to create collages",I need a professional photo composition showcasing my repossession company's assets. Requirements: - Single group photo - Company trucks/cars included - Full body staff shots - Outdoor background - Company logo added Ideal Skills and Experience: - Ex
Freelancer.com,Humorous TV Ad Driving Rentals,https://www.freelancer.com/projects/after-effects/humorous-driving-rentals,250.0,750.0,USD,fixed,AFTER EFFECTS | After Effects | Animation | Commercials | Script Writing | Video Editing | Video Production | Video Services | Voice Over,,,"I’m launching a brand-new construction tool rental service and need a punchy, 30-second TV commercial that makes viewers pick up the phone—or head straight to our site—the same day they see it. The spot must balance laugh-out-loud moments with a crystal-clear offer so homeowners, professional contractors, and weekend DIY enthusiasts all feel we’re speaking directly to them.

Here’s what I’m looking for:
• Three distinct creative concepts to choose from, each built around a humorous hook that highlights the convenience and cost-savings of renting instead of buying. 
• A finalized script, storyboard, and shot list once we lock the winning idea. 
• Full production: casting (or animation), filming, voice-over, rights-cleared music/SFX, editing, color, and broadcast-safe mastering (1080p ProRes + MP4). 
• A strong on-screen and verbal call-to-action featuring our phone number and web address, plus one promo code to trigger immediate rentals. 
• Two social cut-downs (15-second and 6-second) formatted for Instagram Reels/TikTok. 
• Up to two rounds of revisions on the finished edit.

Acceptance criteria: the final 30-second spot must be delivered broadcast-ready, meet loudness standards (-24 LUFS), and clearly communicate our rental offer within the first 10 seconds.

If you’ve produced memorable TV ads—especially for hardware, home-improvement, or similar services—let’s talk timelines and get this rolling.","I’m launching a brand-new construction tool rental service and need a punchy, 30-second TV commercial that makes viewers pick up the phone—or head straight to our site—the same day they see it. The spot must balance laugh-out-loud moments with a crys"
Freelancer.com,Specialty Coffee Branding,https://www.freelancer.com/projects/branding/specialty-coffee-branding,750.0,1500.0,EUR,fixed,BRANDING | Branding | Packaging Design | Visual Design | Typography | Logo Design | Graphic Design | Illustration | Illustrator,,,"I am launching a new specialty coffee roastery and I am looking for a strong designer to help develop the visual identity.

The brand is very personal and built around independence, maturity, precision, and calm confidence. It should feel established, peaceful, simple, premium, and trustworthy — not loud, childish, cartoonish, or overly trendy.

I need help with:

* Logo
* Basic visual identity direction
* Colour palette
* Coffee bag / packaging concept
* Label layout for rotating coffees

The design should feel modern, refined, and distinctive, with strong shelf presence. I want the packaging to stand out without looking like typical loud specialty coffee branding.

The logo should be simple, memorable, and work well across coffee bags, labels, boxes, website, social media, documents, signage, and merchandise. I do not want generic coffee icons such as beans, cups, flames, mountains, or cartoon illustrations.

The tone of the brand should be:

Calm, confident, precise, honest, personal, mature, and independent.

Visual direction I like:

* Minimal but not boring
* Premium but not cold
* Strong typography
* Confident use of one main colour
* Matte / tactile / refined packaging feel
* Clean information hierarchy
* Scandinavian / European restraint
* Strong shelf impact

Visual direction to avoid:

* Cartoonish design
* Childish graphics
* Loud specialty coffee clichés
* Generic coffee symbols
* Trend-led design
* Overly playful branding
* Anything that feels cheap, random, or trying too hard

The final design system should be practical for a small roastery launching with rotating coffees, so it needs to be beautiful but also easy to use and repeat.

Please include examples of previous branding or packaging work, especially in coffee, food, drink, hospitality, or premium consumer goods.

Deliverables required:

* Logo files
* Brand colour palette
* Typography recommendations
* Packaging concept
* Label layout
* Basic brand guidelines
* Editable source files

I am looking for someone with strong taste, restraint, and the ability to create a serious, recognisable brand — not just a quick logo.","I am launching a new specialty coffee roastery and I am looking for a strong designer to help develop the visual identity. The brand is very personal and built around independence, maturity, precision, and calm confidence. It should feel established,"
Freelancer.com,Android App Functional Testing -- 2,https://www.freelancer.com/projects/api-testing/android-app-functional-testing,750.0,1500.0,USD,fixed,API TESTING | API Testing | Test Automation | Android App Development | Android Studio | Android | Mobile App Development | Testing / QA | Mobile App Testing | Reverse Engineering,,,"I have an Android app that’s feature-complete and now needs full functional validation at the system level. The main objective is to exercise every user-visible workflow end-to-end and confirm that all API interactions behave exactly as designed—success paths, edge cases, and graceful failure handling when the network misbehaves.

What I will provide 
• The latest APK (or Play Store internal-test link) 
• Swagger / Postman collection for the REST endpoints 
• High-level user stories and acceptance criteria

What I expect back 
• A concise test plan outlining the scenarios you will cover 
• Executed test cases with pass/fail results, screenshots or screen-captures for any defect found, and clear reproduction steps 
• A structured bug list (severity, steps, expected vs. actual, device/OS) ready for Jira or similar 
• Final summary report highlighting coverage, open issues, and regression recommendations

Key focus areas 
• System-level functional testing on real devices and at least one emulator 
• Thorough validation of all API calls: authentication headers, payload accuracy, response codes, timeouts, and offline/airplane-mode behaviour 
• Confirmation that UI feedback matches backend status (loading states, error toasts, retry logic)

Preferred toolset (use what you’re comfortable with): Android Studio logcat, Postman, Charles/Fiddler for traffic inspection, and any mobile test frameworks such as Espresso or Robotium if they speed things up.

I’m looking to kick this off immediately and iterate quickly until we reach a clean test pass. Let me know your device pool and estimated turnaround once you’ve reviewed the details.",I have an Android app that’s feature-complete and now needs full functional validation at the system level. The main objective is to exercise every user-visible workflow end-to-end and confirm that all API interactions behave exactly as designed—succ
Freelancer.com,Sourcing and Talent Recruiter Partner Needed - For souricng EU based Chinese people -- 2,https://www.freelancer.com/projects/data-entry/sourcing-talent-recruiter-partner-needed,30.0,250.0,USD,fixed,DATA ENTRY | Data Entry | Research | Excel | Human Resources | Web Search | Logistics | Market Research | Talent Acquisition | Sourcing | LinkedIn Recruiting,,,"Sourcing Partner Needed: Chinese Logistics & Operations Experts (EU-Based)

We’re looking for an experienced recruiter/sourcing partner who can independently identify, attract, and shortlist high-quality candidates for a niche talent pool: Chinese Logistics and Operations professionals currently based in the EU who operate their own businesses - more details of the position to be shared.

Scope of your Work as a recruiter/sourcing partner:
1) Conduct targeted sourcing via LinkedIn and other relevant platforms to build a strong candidate pipeline
2) Proactively identify and engage potential candidates
3) Screen each lead thoroughly against our defined criteria (to be provided)
4) Ensure only fully qualified and genuinely interested candidates are included
5) Deliver a clean, well-structured Excel sheet with a minimum of 30 fully qualified candidates, including:
-First name & last name
-Nationality
-Current location (city + country)
-Visa / work authorization status in EU
-Email address
-Phone number (with country code)
-Brief background summary highlighting relevance to the role

⚠️ Important:
On the excel sheet must only be included candidates who fully meet all criteria and have confirmed interest. The list should require no additional filtering on our side.

Compensation:
Fixed fee: $200, payable upon delivery and approval of the qualified 30 candidate list
Ideal Profile for the recruiter :
- Proven experience in talent sourcing or recruitment
- Strong familiarity with the Chinese talent market (highly preferred)
- Ability to work independently and deliver with minimal supervision
- Detail-oriented with a focus on quality over quantity
- Project Completion

You should use your own methods for research such as linked in, google, other apps, etc..

Once the candidate list is reviewed and approved, the project is considered complete.
No further involvement in interviews is required beyond initial screening (e.g., brief call or message to confirm fit)","Sourcing Partner Needed: Chinese Logistics & Operations Experts (EU-Based) We’re looking for an experienced recruiter/sourcing partner who can independently identify, attract, and shortlist high-quality candidates for a niche talent pool: Chinese Log"
Freelancer.com,Research Drone With Autonomous Telemetry,https://www.freelancer.com/projects/ai-development/research-drone-with-autonomous-telemetry,50.0,50.0,USD,hourly,AI DEVELOPMENT | AI Development | Electronics | Programming | Robotics | Robotics and Cognitive Automation,,,"I’m looking for a skilled builder who can help me complete a Holybro x650 drone kit. This is for a research project with The Bulletin of the Atomic Scientists thebulletin.org. I need instruction for both completing the build and programming an NVIDIA Jetson Nano kit. I am a newbie with no experience in electronics and so need instruction at a basic to intermediate level.
Kindly,
Matt",I’m looking for a skilled builder who can help me complete a Holybro x650 drone kit. This is for a research project with The Bulletin of the Atomic Scientists thebulletin.org. I need instruction for both completing the build and programming an NVIDIA
Freelancer.com,HVAC WordPress Site Refresh,https://www.freelancer.com/projects/web-design/hvac-wordpress-site-refresh,250.0,750.0,USD,fixed,WEB DESIGN | Web Design | Web Development | SEO | Website Optimization | Website Design | HTML | PHP | WordPress,,,"We are looking for an experienced WordPress web designer/developer to help us finish and professionally update our company website: americool.us.

We already purchased and installed a WordPress template/theme and updated part of the website as a draft with our company information. However, we need a professional freelancer to clean up the design, improve the layout, update the content, optimize the website, and make it look like a polished, trustworthy HVAC company website.

Our company is Americool Comfort, a licensed HVAC contractor serving residential and commercial customers in the Bay Area, California.

Scope of Work

The freelancer will be responsible for:

Review the current draft website and template structure.
Update the homepage to look professional, modern, and conversion-focused.
Organize and improve service pages for HVAC services, including:
AC repair and replacement
Furnace repair and replacement
Heat pump installation
Mini-split / multi-zone systems
Commercial HVAC service
Preventive maintenance
Update company contact information, call-to-action buttons, forms, and service area information.
Improve mobile responsiveness for phones and tablets.
Improve website speed and remove unnecessary template/demo content.
Make the design consistent with our logo, colors, and HVAC business branding.
Add or improve sections for:
About Us
Services
Why Choose Us
Service Areas
Reviews/testimonials
Contact form
Emergency/same-day service call-to-action
Basic on-page SEO setup:
Page titles
Meta descriptions
Headings
Image alt text
Clean URLs where needed
Make sure the website is easy for us to edit later in WordPress.
Final testing before completion.
Important Requirements
Must have strong experience with WordPress business websites.
Must have experience working with existing WordPress themes/templates.
Must understand responsive design.
Must be able to make the site look professional, clean, and trustworthy.
HVAC, contractor, construction, home service, or local service business website experience is a plus.
Please do not rebuild the website from scratch unless necessary. We prefer improving the current draft/template.
Deliverables
Fully updated WordPress website
Mobile-friendly and desktop-friendly design
Clean homepage and service pages
Updated contact forms and call buttons
Basic SEO setup
Removal of unused demo/template content
Final review and revisions
Short explanation or screen recording showing how we can edit key sections later
What We Will Provide
WordPress access after hiring
Company logo
Company contact information
Existing website draft
List of services
Photos if needed
Any text/content we already have
Please Include in Your Proposal
Examples of WordPress websites you have completed.
Experience with contractor, HVAC, plumbing, construction, or local service websites.
Which page builder you usually work with.
Estimated completion time.
What you need from us to start.
Confirmation that you can work on an existing WordPress template and not just build from scratch.

We are looking for someone reliable, detail-oriented, and able to make our website look professional and ready for customers.",We are looking for an experienced WordPress web designer/developer to help us finish and professionally update our company website: americool.us. We already purchased and installed a WordPress template/theme and updated part of the website as a draft
Freelancer.com,Personal Assistant Needed -- 2,https://www.freelancer.com/projects/research/personal-assistant-needed-40455410,250.0,750.0,USD,fixed,RESEARCH | Research | Virtual Assistant | Business Plans | Customer Service | General Office | Time Management | Email Handling | Slack | Administrative Support,,,"""The role must be for US based Female assistant."" Other guys will be ignored.
I run a growing business and need an experienced assistant who can jump in right away. Your core focus will be keeping my calendar flawless—scheduling meetings across time zones, sending reminders, and rescheduling on the fly when priorities shift. At the same time, I’d like you to watch my primary inbox, filter out low-value messages, draft quick responses, and flag anything that needs my direct input. When travel comes up, you’ll research options, secure the best flights and hotels, and send me a clear itinerary for approval.

I prefer quick, direct phone calls for updates and urgent questions, so you must be comfortable speaking on the phone and able to reach me promptly during business hours. The sooner we get started, the better—I’m looking to have you fully operational within days, not weeks.

Deliverables
• Up-to-date, well-organized calendar with weekly summary 
• Streamlined inbox with priority tags and drafted replies 
• Confirmed travel bookings and shareable itineraries 

Familiarity with Google Workspace, Slack, and standard booking platforms will help you hit the ground running. Discretion, attention to detail, and fluent English are non-negotiable. If you have a solid track record supporting busy executives and can start ASAP, let’s talk.","""The role must be for US based Female assistant."" Other guys will be ignored. I run a growing business and need an experienced assistant who can jump in right away. Your core focus will be keeping my calendar flawless—scheduling meetings across time "
Freelancer.com,10-Second Promo Animation,https://www.freelancer.com/projects/2d-animation/second-promo-animation-40455409,8.0,30.0,EUR,fixed,2D ANIMATION | 2D Animation | Motion Graphics | Blender | Sound Design | Animation | After Effects | 3D Animation | Video Services | Video Editing | Storyboard,,,"I need a polished 10–12 second animation that instantly promotes my brand. The piece will live on social media and as a quick opener in presentations, so it must grab attention fast and finish with a clear branded end-frame.


• Craft a short, promotional animation (10–12 s) in any style you feel best fits—2D, 3D, or motion graphics are all welcome.","I need a polished 10–12 second animation that instantly promotes my brand. The piece will live on social media and as a quick opener in presentations, so it must grab attention fast and finish with a clear branded end-frame. • Craft a short, promotio"
